2025-08-27 22:03:48,127 | ultra_ai | INFO | logger.py:97 | Logging initialized - Level: INFO, File: ultra_ai_20250827_220348.log
2025-08-27 22:07:26,045 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 97.3%
2025-08-27 22:07:27,047 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 100.0%
2025-08-27 22:07:28,067 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 99.9%
2025-08-27 22:07:30,135 | src.utils.memory | INFO | memory.py:78 | Memory cleanup #30: freed 0.0MB GPU, collected 0 objects in 1.09s
2025-08-27 22:07:30,136 | src.utils.memory | INFO | memory.py:78 | Memory cleanup #30: freed 0.0MB GPU, collected 0 objects in 0.31s
2025-08-27 22:07:30,136 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 98.4%
2025-08-27 22:07:31,186 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 100.0%
2025-08-27 22:07:32,294 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 100.0%
2025-08-27 22:07:33,368 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 100.0%
2025-08-27 22:07:34,375 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 100.0%
2025-08-27 22:07:36,443 | src.utils.memory | INFO | memory.py:78 | Memory cleanup #31: freed 0.0MB GPU, collected 0 objects in 0.38s
2025-08-27 22:07:36,495 | src.utils.memory | INFO | memory.py:78 | Memory cleanup #31: freed 0.0MB GPU, collected 0 objects in 1.22s
2025-08-27 22:07:36,495 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 99.2%
2025-08-27 22:07:37,503 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 99.4%
2025-08-27 22:07:38,505 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 99.8%
2025-08-27 22:07:39,512 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 99.0%
2025-08-27 22:07:40,521 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 99.3%
2025-08-27 22:07:42,471 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 97.9%
2025-08-27 22:07:42,471 | src.utils.memory | INFO | memory.py:78 | Memory cleanup #32: freed 0.0MB GPU, collected 0 objects in 0.97s
2025-08-27 22:07:42,471 | src.utils.memory | INFO | memory.py:78 | Memory cleanup #32: freed 0.0MB GPU, collected 0 objects in 0.27s
2025-08-27 22:07:43,483 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 96.6%
2025-08-27 22:07:44,485 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 95.8%
2025-08-27 22:07:45,487 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 94.8%
2025-08-27 22:07:46,488 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 93.9%
2025-08-27 22:07:48,065 | src.utils.memory | INFO | memory.py:78 | Memory cleanup #33: freed 0.0MB GPU, collected 0 objects in 0.58s
2025-08-27 22:07:48,065 | src.utils.memory | INFO | memory.py:78 | Memory cleanup #33: freed 0.0MB GPU, collected 0 objects in 0.29s
2025-08-27 22:07:48,065 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 92.7%
2025-08-27 22:07:49,067 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 91.6%
2025-08-27 22:07:50,070 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 90.8%
2025-08-27 22:07:51,071 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 90.2%
2025-08-27 22:07:52,073 | src.utils.monitoring | WARNING | monitoring.py:293 | High memory usage: 90.1%
